id,Store Section,cleanDescription
11013,Dry Goods,teaspoon cayenn pepper tast
11014,Dry Goods,salt ground black pepper tast
11015,Produce,red bell pepper cube
11016,Refrigerator,cup fresh green bean cut inch piec
11017,Produce,teaspoon grate fresh ginger
11018,Dry Goods,sesam seed tast
11019,Oils,teaspoon veget season tast
11020,Refrigerator,tablespoon vegan mayonnais vegenais
11021,Refrigerator,tablespoon fresh lemon juic tast
11022,Dry Goods,tablespoon asian red chile sauc sriracha tast
11023,Oils,teaspoon cider vinegar
11024,Dry Goods,splash soy sauc
11025,Dry Goods,salt freshli ground black pepper tast
11026,Produce,green bell pepper cut inch cube
11027,Produce,red bell pepper cut inch cube
11028,Produce,orang bell pepper cut inch cube
11029,Produce,yellow bell pepper cut inch cube
11030,Produce,tomato core coars chop
11031,Produce,bunch green onion chop
11032,Produce,bunch fresh cilantro leav chop
11033,Produce,fresh tomatillo husk remov
11034,Dry Goods,cup chop garlic
11035,Dry Goods,pound butternut squash peel seed cube
11036,Produce,appl peel core chop
11037,Dry Goods,cup dri cranberri
11038,Baking Goods,white onion dice option
11039,Dry Goods,tablespoon ground cinnamon
11040,Dry Goods,teaspoon ground nutmeg
11041,Dry Goods,tablespoon ground flax seed
11042,Household,tablespoon water
11043,Refrigerator,cup vegan margarin earth balanc
11044,Baking Goods,cup coconut sugar
11045,Dry Goods,teaspoon vanilla extract
11046,Baking Goods,cup allpurpos flour
11047,Baking Goods,teaspoon bake powder
11048,Dry Goods,teaspoon salt
11049,Baking Goods,cup confection sugar
11050,Refrigerator,tablespoon soy milk
11051,Dry Goods,vanilla extract
11052,Dry Goods,drop food color
11053,Produce,cup chop kale
11054,Dry Goods,ounc chickpea garbanzo bean drain rins
11055,Freezer,cup frozen fava bean thaw
11056,Oils,tablespoon oliv oil
11057,Produce,onion chop
11058,Produce,small jalapeno pepper minc
11059,Produce,cup minc cilantro
11060,Dry Goods,teaspoon curri powder
11061,Produce,small lime halv
11062,Dry Goods,teaspoon coars salt
11063,Refrigerator,cup frozen mango chunk
11064,Refrigerator,cup unsweeten almond milk
11065,Baking Goods,packet stevia sugar substitut truvia
11066,Dry Goods,teaspoon vanilla extract
11067,Oils,teaspoon veget oil
11068,Produce,cup dice onion
11069,Produce,cup minc carrot
11070,Freezer,cup dice fresh shiitak mushroom
11071,Refrigerator,ounc packag firm tofu crumbl
11072,Dry Goods,teaspoon ground turmer
11073,Dry Goods,teaspoon ground cumin
11074,Dry Goods,teaspoon sea salt tast
11075,Dry Goods,pinch freshli ground black pepper tast
11076,Oils,tablespoon oliv oil
11077,Produce,small beet scrub peel slice option
11078,Produce,cup thinli slice red bell pepper
11079,Produce,clove minc garlic
11080,Produce,bunch beet green roughli chop
11081,Dry Goods,teaspoon greek season cavend tast
11082,Dry Goods,salt ground black pepper tast
11083,Dry Goods,cup light coconut milk
11084,Produce,ounc squar dark chocol chop
11085,Baking Goods,teaspoon white sugar
11086,Dry Goods,teaspoon curri powder option
11087,Dry Goods,cup unsalt raw cashew
11088,Household,cup water
11089,Refrigerator,tablespoon lemon juic
11090,Oils,teaspoon appl cider vinegar
11091,Dry Goods,teaspoon salt tast
11092,Produce,tablespoon chop fresh chive
11093,Dry Goods,cup thai black sticki rice
11094,Household,cup water
11095,Oils,tablespoon oliv oil
11096,Produce,red onion chop
11097,Produce,clove garlic chop
11098,Dry Goods,ounc kidney bean drain
11099,Dry Goods,teaspoon chile powder
11100,Dry Goods,teaspoon ground paprika
11101,Dry Goods,teaspoon ground turmer
11102,Dry Goods,tablespoon ketchup
11103,Dry Goods,cup nutrit yeast
11104,Bread,cup bread crumb
11105,Dry Goods,cup vital wheat gluten
11106,Produce,zucchini
11107,Produce,sweet onion
11108,Oils,tablespoon oliv oil
11109,Dry Goods,salt tast
11110,Refrigerator,juici orang
11111,Oils,cup extravirgin oliv oil
11112,Oils,tablespoon white wine vinegar
11113,Refrigerator,splash orang juic
11114,Produce,sprig chop fresh rosemari
11115,Dry Goods,salt freshli ground black pepper
11116,Produce,bulb fennel bulb trim cube
11117,Produce,small onion thinli slice
11118,Oils,teaspoon avocado oil
11119,Produce,medium sweet potato peel slice crossway inch slice
11120,Dry Goods,teaspoon creol season tast
11121,Oils,tablespoon spectrum natur oliv oil
11122,Refrigerator,g packag europ best roast gourmet fire roast sweet potato slice
11123,Produce,g packag europ best roast gourmet roast red yellow pepper parilla
11124,Produce,cup coars chop red onion
11125,Oils,cup calamata oliv pit desir
11126,Dry Goods,g packag yve veggi cuisin spici italian veggi sausag
11127,Produce,tablespoon chop fresh rosemari
11128,Produce,clove garlic minc
11129,Dry Goods,teaspoon season salt
11130,Dry Goods,cup quinoa
11131,Household,cup water
11132,Dry Goods,teaspoon veget bouillon better bouillon
11133,Household,cup salsa
11134,Dry Goods,tablespoon nutrit yeast
11135,Dry Goods,teaspoon ground cumin
11136,Dry Goods,teaspoon chili powder
11137,Dry Goods,teaspoon garlic powder
11138,Dry Goods,teaspoon sea salt
11139,Dry Goods,teaspoon black pepper
11140,Household,cup coconut water
11141,Produce,cup chop cucumb
11142,Baking Goods,cup fresh young coconut flesh
11143,Produce,tablespoon chop fresh mint
11144,Produce,teaspoon chop green chile pepper
11145,Refrigerator,teaspoon lemon juic
11146,Produce,teaspoon minc fresh ginger root
11147,Dry Goods,salt tast
11148,Produce,cucumb slice tast
11149,Baking Goods,tablespoon grate fresh coconut tast
11150,Produce,fresh mint leav tast
11151,Dry Goods,pound sugar pumpkin
11152,Dry Goods,pound kuri pumpkin
11153,Dry Goods,pound kabocha squash
11154,Produce,frozen banana slice
11155,Refrigerator,cup peanut butter
11156,Dry Goods,teaspoon vanilla extract
11157,Dry Goods,pinch ground cinnamon
11158,Refrigerator,tablespoon vanilla soy milk
11159,Dry Goods,tablespoon chop almond tast
11160,Dry Goods,ounc coconut milk chill
11161,Baking Goods,cup confection sugar
11162,Baking Goods,cup coconut yogurt
11163,Baking Goods,cup coconut butter soften
11164,Dry Goods,teaspoon vanilla extract
11165,Dry Goods,pinch salt
11166,Baking Goods,cup allpurpos flour
11167,Dry Goods,teaspoon fine sea salt divid
11168,Oils,cup oliv oil
11169,Baking Goods,cup dri white wine
11170,Household,cup water
11171,Dry Goods,cup quinoa
11172,Baking Goods,tablespoon coconut oil
11173,Produce,red onion chop
11174,Produce,cup torn kale leav
11175,Household,cup broccoli floret
11176,Dry Goods,ounc tempeh crumbl
11177,Produce,clove garlic minc
11178,Dry Goods,tablespoon sesam seed
11179,Household,tablespoon water
11180,Dry Goods,tablespoon tamari
11181,Produce,lime juic
11182,Dry Goods,teaspoon dijon mustard
11183,Produce,teaspoon minc fresh ginger
11184,Dry Goods,teaspoon ground black pepper
11185,Dry Goods,pinch red pepper flake option
11186,Household,cup water
11187,Baking Goods,cup granul sugar
11188,Refrigerator,cup orang juic
11189,Refrigerator,tablespoon lemon juic
11190,Produce,ounc crush pineappl
11191,Refrigerator,teaspoon freshli grate orang zest
11192,Oils,teaspoon oliv oil
11193,Produce,larg onion chop
11194,Produce,yellow gypsi bull horn sweet pepper chop
11195,Dry Goods,ounc great northern bean drain
11196,Dry Goods,pinch dri oregano
11197,Dry Goods,ground cayenn pepper tast
11198,Dry Goods,salt tast
11199,Dry Goods,ground black pepper tast
11200,Produce,medium red bell pepper
11201,Dry Goods,cup pine nut toast
11202,Dry Goods,tablespoon sesam seed toast
11203,Dry Goods,head leaf lettuc rins dri torn bites piec
11204,Produce,bulb fennel dice
11205,Dry Goods,tablespoon soy sauc
11206,Oils,cup veget oil
11207,Dry Goods,black pepper tast
11208,Dry Goods,cup uncook short grain brown rice
11209,Household,cup water
11210,Dry Goods,pinch sea salt
11211,Oils,tablespoon brown rice vinegar
11212,Produce,avocado peel pit thinli slice
11213,Produce,red bell pepper cut matchstick
11214,Produce,cup alfalfa sprout tast
11215,Dry Goods,sheet nori dri seawe
11216,Produce,ounc ripe blackberri
11217,Baking Goods,tablespoon white sugar
11218,Refrigerator,tablespoon freshli squeez lemon juic
11219,Produce,medium zucchini halv lengthwis slice
11220,Produce,medium eggplant cut inch piec
11221,Produce,yellow onion chop
11222,Produce,medium tomato chop
11223,Produce,red bell pepper chop
11224,Produce,clove garlic minc
11225,Dry Goods,cup veget broth
11226,Oils,cup oliv oil
11227,Dry Goods,teaspoon salt
11228,Dry Goods,teaspoon ground black pepper
11229,Dry Goods,teaspoon dri thyme
11230,Dry Goods,teaspoon dri oregano
11231,Oils,tablespoon veget oil
11232,Refrigerator,inch cinnamon stick
11233,Dry Goods,teaspoon cumin seed
11234,Produce,pod green cardamom
11235,Produce,whole clove
11236,Dry Goods,star anis
11237,Dry Goods,bay leaf
11238,Produce,onion fine chop
11239,Dry Goods,tablespoon gingergarl past
11240,Produce,tomato pure
11241,Dry Goods,teaspoon ground coriand
11242,Dry Goods,teaspoon ground turmer
11243,Dry Goods,teaspoon chili powder tast
11244,Dry Goods,salt tast
11245,Produce,ounc mushroom thinli slice
11246,Household,cup water
11247,Dry Goods,tablespoon cashew powder
11248,Dry Goods,teaspoon garam masala
11249,Dry Goods,teaspoon kasoori methi
11250,Dry Goods,tablespoon pearl sago
11251,Baking Goods,tablespoon white sugar
11252,Household,cup hot water
11253,Household,tablespoon water
11254,Refrigerator,fresh mango peel dice
11255,Produce,pomelo peel dice
11256,Produce,fluid ounc sweeten coconut cream
11257,Baking Goods,cook spray
11258,Baking Goods,cup allpurpos flour
11259,Baking Goods,cup white sugar
11260,Dry Goods,cup cocoa powder
11261,Baking Goods,teaspoon bake soda
11262,Dry Goods,teaspoon salt
11263,Household,cup water
11264,Oils,tablespoon veget oil
11265,Dry Goods,teaspoon vanilla extract
11266,Baking Goods,cup confection sugar
11267,Refrigerator,ounc vegan margarin earth balanc
11268,Dry Goods,ounc shorten
11269,Dry Goods,tablespoon coconut milk
11270,Household,cup crush chocol sandwich cooki oreo
11271,Oils,teaspoon veget oil
11272,Produce,small small onion dice
11273,Dry Goods,cup uncook longgrain rice
11274,Dry Goods,teaspoon ground cumin
11275,Dry Goods,teaspoon chili powder
11276,Dry Goods,ounc can dice tomato
11277,Dry Goods,teaspoon salt
11278,Household,cup water
11279,Oils,tablespoon canola oil
11280,Produce,garlic clove peel
11281,Dry Goods,ounc can pinto bean
11282,Dry Goods,teaspoon cumin
11283,Dry Goods,teaspoon chili powder
11284,Dry Goods,salt tast
11285,Produce,lime juic
11286,Produce,green unrip plantain
11287,Baking Goods,oliv oil cook spray
11288,Household,cup water need
11289,Dry Goods,salt tast
11290,Dry Goods,cup coconut milk
11291,Household,tablespoon water need option
11292,Baking Goods,cup white rice flour
11293,Baking Goods,cup shred unsweeten coconut
11294,Dry Goods,teaspoon salt
11295,Baking Goods,tablespoon white sugar sprinkl option
11296,Oils,tablespoon oliv oil
11297,Produce,larg onion chop
11298,Produce,clove garlic minc
11299,Produce,tablespoon red pepper flake
11300,Dry Goods,cup tomato sauc
11301,Household,cup hot water
11302,Produce,tablespoon chop fresh parsley
11303,Dry Goods,salt tast
11304,Dry Goods,teaspoon black pepper
11305,Dry Goods,teaspoon paprika
11306,Dry Goods,ounc can fava bean
11307,Dry Goods,pound hatch chile pepper
11308,Oils,tablespoon oliv oil
11309,Produce,larg onion chop
11310,Produce,clove garlic minc tast
11311,Dry Goods,ounc dice tomato
11312,Baking Goods,tablespoon allpurpos flour
11313,Dry Goods,cup veget broth
11314,Dry Goods,tablespoon ground cumin
11315,Dry Goods,tablespoon chili powder tast
11316,Dry Goods,teaspoon salt
11317,Dry Goods,tablespoon flaxse meal
11318,Household,tablespoon water
11319,Baking Goods,cook spray
11320,Produce,cup stoneground yellow cornmeal
11321,Baking Goods,cup allpurpos flour
11322,Dry Goods,cup nutrit yeast
11323,Baking Goods,tablespoon white sugar
11324,Baking Goods,teaspoon bake powder
11325,Dry Goods,teaspoon kosher salt
11326,Dry Goods,teaspoon ground black pepper
11327,Refrigerator,cup unsweeten almond milk
11328,Oils,cup veget oil
11329,Produce,larg jalapeno pepper seed minc tast
11330,Dry Goods,cup veget broth
11331,Dry Goods,tablespoon soy sauc
11332,Refrigerator,tablespoon lemon juic
11333,Dry Goods,teaspoon dri oregano
11334,Dry Goods,teaspoon ground thyme
11335,Produce,teaspoon minc garlic
11336,Dry Goods,ounc packag tempeh
11337,Bread,inch wholewheat pita
11338,Dry Goods,dash pink himalayan salt
11339,Dry Goods,dash ground black pepper
11340,Produce,small cucumb peel grate
11341,Refrigerator,ounc packag silken tofu
11342,Produce,tablespoon pack fresh dill
11343,Produce,teaspoon minc fresh garlic
11344,Dry Goods,salt ground black pepper tast
11345,Produce,tomato slice
11346,Produce,red onion thinli slice
11347,Produce,cup spring salad green tast
11348,Freezer,cup frozen red grape
11349,Produce,chop frozen banana
11350,Freezer,core chop frozen pear
11351,Dry Goods,tablespoon walnut
11352,Household,water need
11353,Refrigerator,pound fresh pumpkin peel cut inch chunk
11354,Baking Goods,cup white sugar
11355,Dry Goods,cinnamon stick
11356,Produce,whole clove
11357,Baking Goods,cup unsweeten dri coconut
11358,Baking Goods,cook spray
11359,Baking Goods,cup white sugar
11360,Baking Goods,cup brown sugar
11361,Oils,cup oliv oil
11362,Dry Goods,tablespoon vanilla extract
11363,Baking Goods,cup allpurpos flour
11364,Dry Goods,cup cocoa powder hershey
11365,Baking Goods,teaspoon bake soda
11366,Dry Goods,teaspoon salt
11367,Produce,cup shred zucchini
11368,Refrigerator,cup vegan chocol chip
11369,Dry Goods,pound spaghetti squash halv across middl seed remov
11370,Household,cup water
11371,Oils,tablespoon oliv oil divid
11372,Produce,sweet onion dice
11373,Produce,red bell pepper dice
11374,Produce,carrot thinli slice
11375,Dry Goods,teaspoon italian season
11376,Dry Goods,teaspoon kosher salt
11377,Dry Goods,ground black pepper tast
11378,Produce,zucchini dice
11379,Produce,cup yellow cherri tomato halv
11380,Produce,clove garlic minc
11381,Refrigerator,teaspoon lemon juic
11382,Refrigerator,lemon zest
11383,Produce,tablespoon chop fresh basil
11384,Produce,tablespoon fresh parsley
11385,Produce,cup tomato juic
11386,Produce,onion minc
11387,Produce,green bell pepper minc
11388,Produce,cucumb chop
11389,Produce,cup chop tomato
11390,Produce,green onion chop
11391,Produce,clove garlic minc
11392,Refrigerator,tablespoon fresh lemon juic
11393,Oils,tablespoon red wine vinegar
11394,Dry Goods,teaspoon dri tarragon
11395,Dry Goods,teaspoon dri basil
11396,Produce,cup chop fresh parsley
11397,Baking Goods,teaspoon white sugar
11398,Dry Goods,salt pepper tast
11399,Dry Goods,cup quinoa rins drain
11400,Household,cup cold water
11401,Dry Goods,teaspoon salt
11402,Oils,tablespoon oliv oil
11403,Produce,celeri rib chop
11404,Produce,small onion chop
11405,Produce,carrot chop
11406,Produce,clove garlic minc
11407,Dry Goods,almond coars chop
11408,Produce,small tomato seed chop
11409,Dry Goods,tablespoon raisin
11410,Dry Goods,teaspoon salt
11411,Dry Goods,teaspoon ground black pepper
11412,Dry Goods,teaspoon dri thyme
11413,Dry Goods,teaspoon dri oregano
11414,Dry Goods,pinch coars sea salt
11415,Produce,larg tomato peel seed chop
11416,Produce,cup chop celeri
11417,Produce,cup chop onion
11418,Produce,cup chop green bell pepper
11419,Dry Goods,teaspoon dri basil
11420,Baking Goods,tablespoon white sugar
11421,Refrigerator,ounc portobello mushroom clean stem cut
11422,Produce,yellow onion cut wedg
11423,Produce,zucchini cut inch diagon slice
11424,Produce,yellow squash slice diagon inch piec
11425,Produce,yellow bell pepper cut inch piec
11426,Produce,orang bell pepper cut inch piec
11427,Household,cup teriyaki bast glaze
11428,Produce,clove minc garlic
11429,Dry Goods,teaspoon ground black pepper
11430,Dry Goods,cup coconut milk
11431,Baking Goods,cup brown sugar
11432,Refrigerator,tablespoon vegan margarin earth balanc
11433,Refrigerator,teaspoon vegan margarin earth balanc
11434,Dry Goods,teaspoon vanilla extract
11435,Baking Goods,cup white bean drain
11436,Produce,ounc artichok heart drain quarter
11437,Produce,cup dice green bell pepper
11438,Oils,cup chop black oliv
11439,Produce,cup chop red onion
11440,Produce,cup chop fresh parsley
11441,Produce,ounc chop fresh mint leav
11442,Dry Goods,teaspoon dri basil
11443,Oils,cup oliv oil
11444,Oils,cup red wine vinegar
11445,Dry Goods,salt pepper tast
11446,Household,cup warm water
11447,Baking Goods,cup white sugar
11448,Dry Goods,ounc packag activ dri yeast
11449,Baking Goods,cup bread flour
11450,Baking Goods,cup whole wheat flour
11451,Baking Goods,cup coconut oil
11452,Dry Goods,teaspoon salt
11453,Dry Goods,tablespoon chia seed
11454,Dry Goods,tablespoon wheat germ
11455,Dry Goods,tablespoon flax seed
11456,Dry Goods,tablespoon millet
11457,Dry Goods,tablespoon hull hemp seed divid
11458,Dry Goods,tablespoon salt roast sunflow seed divid
11459,Dry Goods,tablespoon oldfashion oat divid
11460,Dry Goods,tablespoon ground flax seed
11461,Household,tablespoon water
11462,Dry Goods,ounc black bean drain rins mash
11463,Bread,cup panko bread crumb
11464,Produce,clove garlic minc
11465,Dry Goods,teaspoon salt
11466,Dry Goods,tablespoon worcestershir sauc
11467,Dry Goods,teaspoon liquid smoke flavor
11468,Baking Goods,cook spray
11469,Dry Goods,cup unsalt raw cashew
11470,Produce,small jalapeno chile seed fine chop
